player_id,session_id,bet_id,timestamp,game_type,bet_amount,win_amount,is_win,bonus_used,rtp_group
1,4,76,2025-11-26 14:44:18,sport,81.61,0.0,0,1,A
1,4,77,2025-11-26 13:14:18,sport,20.29,0.0,0,0,A
1,4,78,2025-11-26 13:47:18,roulette,97.91,0.0,0,0,A
1,4,79,2025-11-26 13:59:18,slot,30.26,65.68,1,0,A
1,4,80,2025-11-26 14:02:18,roulette,33.14,0.0,0,1,A
1,4,81,2025-11-26 13:30:18,sport,38.94,0.0,0,1,A
1,4,82,2025-11-26 13:57:18,roulette,28.93,56.29,1,0,A
1,4,83,2025-11-26 14:11:18,sport,24.23,50.72,1,0,A
1,4,84,2025-11-26 14:43:18,roulette,93.37,206.53,1,0,A
1,4,85,2025-11-26 14:50:18,sport,81.05,237.76,1,1,A
1,4,86,2025-11-26 13:42:18,sport,4.08,0.0,0,0,A
1,4,87,2025-11-26 14:22:18,sport,1.92,0.0,0,0,A
1,4,88,2025-11-26 13:07:18,sport,71.79,136.8,1,1,A
1,5,89,2025-10-07 13:04:18,slot,50.16,112.48,1,0,B
1,5,90,2025-10-07 14:13:18,slot,40.26,89.19,1,0,B
1,5,91,2025-10-07 14:50:18,sport,95.95,0.0,0,1,B
1,5,92,2025-10-07 13:42:18,slot,52.26,0.0,0,0,B
1,5,93,2025-10-07 13:38:18,roulette,56.91,0.0,0,0,B
1,6,94,2025-10-22 13:15:18,slot,28.34,0.0,0,1,A
1,6,95,2025-10-22 13:54:18,sport,31.97,0.0,0,0,A
1,6,96,2025-10-22 14:54:18,slot,32.64,0.0,0,1,A
1,6,97,2025-10-22 14:58:18,roulette,41.38,68.46,1,0,A
1,6,98,2025-10-22 13:59:18,roulette,55.5,157.9,1,1,A
1,6,99,2025-10-22 13:28:18,slot,1.04,2.86,1,0,A
1,6,100,2025-10-22 14:18:18,sport,38.26,0.0,0,1,A
1,6,101,2025-10-22 13:50:18,slot,22.5,39.79,1,0,A
1,6,102,2025-10-22 13:50:18,roulette,97.05,174.8,1,0,A
1,6,103,2025-10-22 14:52:18,sport,77.62,0.0,0,0,A
1,6,104,2025-10-22 13:08:18,sport,19.84,0.0,0,0,A
1,6,105,2025-10-22 14:23:18,slot,22.78,0.0,0,0,A
1,6,106,2025-10-22 13:19:18,slot,46.12,0.0,0,1,A
1,6,107,2025-10-22 13:59:18,sport,12.4,36.08,1,0,A
1,6,108,2025-10-22 13:38:18,slot,94.78,189.06,1,0,A
1,6,109,2025-10-22 13:11:18,roulette,75.47,176.55,1,0,A
1,7,110,2025-11-03 14:23:18,sport,96.84,236.25,1,0,B
1,7,111,2025-11-03 13:47:18,slot,99.89,0.0,0,0,B
1,7,112,2025-11-03 13:30:18,roulette,21.4,0.0,0,0,B
1,7,113,2025-11-03 13:30:18,sport,71.07,200.54,1,0,B
1,7,114,2025-11-03 14:12:18,sport,95.13,198.67,1,0,B
1,7,115,2025-11-03 14:28:18,sport,20.01,51.05,1,0,B
1,7,116,2025-11-03 13:37:18,sport,55.78,0.0,0,0,B
1,7,117,2025-11-03 14:08:18,roulette,25.76,0.0,0,1,B
1,7,118,2025-11-03 14:45:18,slot,57.95,148.01,1,0,B
1,7,119,2025-11-03 13:30:18,sport,56.01,0.0,0,1,B
1,7,120,2025-11-03 13:35:18,sport,81.39,0.0,0,0,B
1,7,121,2025-11-03 14:00:18,roulette,98.06,0.0,0,1,B
1,7,122,2025-11-03 14:25:18,roulette,17.76,48.47,1,0,B
1,7,123,2025-11-03 13:35:18,slot,31.08,0.0,0,0,B
1,7,124,2025-11-03 13:01:18,sport,4.3,0.0,0,0,B
1,7,125,2025-11-03 13:07:18,slot,99.1,0.0,0,1,B
1,8,126,2025-11-28 14:51:18,sport,18.66,0.0,0,1,A
1,8,127,2025-11-28 13:11:18,sport,80.27,0.0,0,0,A
1,8,128,2025-11-28 13:17:18,slot,31.87,0.0,0,1,A
1,8,129,2025-11-28 14:37:18,roulette,29.1,0.0,0,0,A
1,8,130,2025-11-28 13:54:18,roulette,41.3,0.0,0,1,A
1,8,131,2025-11-28 14:16:18,roulette,41.75,109.62,1,0,A
1,8,132,2025-11-28 14:56:18,roulette,27.15,0.0,0,0,A
1,8,133,2025-11-28 13:32:18,slot,42.03,0.0,0,0,A
1,8,134,2025-11-28 13:48:18,slot,29.22,0.0,0,0,A
1,8,135,2025-11-28 13:30:18,slot,95.62,0.0,0,1,A
1,8,136,2025-11-28 13:59:18,slot,36.83,0.0,0,0,A
1,8,137,2025-11-28 14:26:18,roulette,32.31,95.5,1,1,A
1,8,138,2025-11-28 14:33:18,slot,73.38,147.41,1,0,A
1,8,139,2025-11-28 13:12:18,slot,40.91,0.0,0,0,A
1,8,140,2025-11-28 14:43:18,sport,96.68,0.0,0,1,A
1,8,141,2025-11-28 13:14:18,slot,26.22,0.0,0,1,A
1,8,142,2025-11-28 14:51:18,roulette,79.23,0.0,0,0,A
1,8,143,2025-11-28 14:57:18,sport,45.92,0.0,0,0,A
1,8,144,2025-11-28 13:24:18,sport,60.1,0.0,0,0,A
1,8,145,2025-11-28 13:26:18,slot,74.65,153.07,1,0,A
1,8,146,2025-11-28 14:33:18,roulette,16.2,43.58,1,0,A
1,8,147,2025-11-28 13:48:18,roulette,89.66,0.0,0,0,A
1,8,148,2025-11-28 14:47:18,roulette,43.73,0.0,0,1,A
1,8,149,2025-11-28 14:36:18,roulette,91.51,197.85,1,1,A
1,8,150,2025-11-28 14:58:18,sport,55.69,0.0,0,1,A
1,8,151,2025-11-28 13:46:18,roulette,61.64,130.48,1,0,A
1,8,152,2025-11-28 13:20:18,roulette,43.55,85.58,1,0,A
1,8,153,2025-11-28 13:01:18,sport,8.74,0.0,0,0,A
1,8,154,2025-11-28 14:02:18,roulette,40.98,0.0,0,0,A
1,9,155,2025-12-15 13:35:18,sport,68.57,163.04,1,0,B
1,9,156,2025-12-15 13:43:18,sport,88.54,218.93,1,0,B
1,9,157,2025-12-15 13:12:18,roulette,52.93,100.6,1,1,B
1,9,158,2025-12-15 13:15:18,slot,96.84,0.0,0,1,B
1,9,159,2025-12-15 14:15:18,roulette,43.69,79.03,1,0,B
1,9,160,2025-12-15 13:40:18,slot,36.37,88.1,1,0,B
1,9,161,2025-12-15 13:06:18,slot,20.96,38.97,1,0,B
1,9,162,2025-12-15 14:05:18,sport,64.15,0.0,0,0,B
1,9,163,2025-12-15 13:13:18,slot,2.96,0.0,0,0,B
1,9,164,2025-12-15 13:14:18,roulette,51.22,140.87,1,0,B
1,9,165,2025-12-15 14:46:18,sport,68.71,0.0,0,0,B
1,9,166,2025-12-15 14:51:18,sport,33.58,0.0,0,1,B
1,9,167,2025-12-15 13:14:18,roulette,65.66,0.0,0,0,B
1,10,168,2025-07-18 13:22:18,roulette,90.1,214.01,1,0,A
1,10,169,2025-07-18 14:17:18,slot,92.65,161.47,1,0,A
1,10,170,2025-07-18 14:32:18,roulette,49.31,0.0,0,0,A
1,10,171,2025-07-18 13:14:18,roulette,25.2,0.0,0,0,A
1,10,172,2025-07-18 14:01:18,slot,98.53,0.0,0,0,A
1,10,173,2025-07-18 14:51:18,slot,5.9,0.0,0,1,A
2,11,174,2025-07-12 13:48:18,slot,14.47,42.02,1,0,B
2,11,175,2025-07-12 13:07:18,slot,16.29,0.0,0,0,B
2,11,176,2025-07-12 14:39:18,roulette,31.0,73.26,1,0,B
2,11,177,2025-07-12 13:39:18,sport,82.44,0.0,0,0,B
2,11,178,2025-07-12 14:38:18,slot,22.75,65.55,1,0,B
2,11,179,2025-07-12 14:35:18,sport,94.45,0.0,0,0,B
2,11,180,2025-07-12 13:40:18,roulette,46.29,0.0,0,0,B
2,11,181,2025-07-12 14:41:18,roulette,80.64,0.0,0,0,B
2,11,182,2025-07-12 14:48:18,sport,32.76,0.0,0,0,B
2,11,183,2025-07-12 13:36:18,sport,82.31,175.89,1,0,B
2,11,184,2025-07-12 14:49:18,sport,99.08,0.0,0,0,B
2,11,185,2025-07-12 14:01:18,sport,47.83,81.54,1,0,B
2,11,186,2025-07-12 14:55:18,roulette,76.76,228.89,1,0,B
2,11,187,2025-07-12 13:45:18,roulette,77.79,0.0,0,1,B
2,11,188,2025-07-12 14:37:18,sport,16.57,0.0,0,0,B
2,11,189,2025-07-12 14:27:18,sport,22.26,34.72,1,0,B
2,11,190,2025-07-12 13:31:18,sport,84.47,0.0,0,0,B
2,11,191,2025-07-12 13:07:18,roulette,90.58,174.32,1,1,B
2,11,192,2025-07-12 13:47:18,roulette,91.3,157.17,1,0,B
2,11,193,2025-07-12 13:59:18,roulette,95.77,176.75,1,1,B
2,11,194,2025-07-12 13:16:18,sport,33.12,0.0,0,1,B
2,11,195,2025-07-12 14:05:18,roulette,97.4,169.58,1,1,B
2,11,196,2025-07-12 14:41:18,slot,26.99,48.03,1,0,B
2,11,197,2025-07-12 14:27:18,roulette,29.53,71.74,1,0,B
2,11,198,2025-07-12 14:57:18,slot,21.17,0.0,0,0,B
2,11,199,2025-07-12 14:35:18,sport,66.93,0.0,0,0,B
2,11,200,2025-07-12 13:26:18,sport,93.3,0.0,0,0,B
2,11,201,2025-07-12 14:34:18,sport,28.3,0.0,0,0,B
2,11,202,2025-07-12 14:42:18,sport,85.12,0.0,0,0,B
2,12,203,2025-07-30 14:37:18,sport,6.95,0.0,0,0,A
2,12,204,2025-07-30 14:48:18,slot,98.71,0.0,0,0,A
2,12,205,2025-07-30 13:41:18,sport,23.74,36.45,1,0,A
2,12,206,2025-07-30 13:36:18,roulette,93.3,182.77,1,1,A
2,12,207,2025-07-30 14:38:18,slot,23.22,0.0,0,0,A
2,12,208,2025-07-30 14:53:18,roulette,24.58,0.0,0,0,A
2,12,209,2025-07-30 14:56:18,roulette,7.31,15.67,1,0,A
2,12,210,2025-07-30 13:53:18,roulette,93.39,216.9,1,0,A
2,12,211,2025-07-30 13:34:18,sport,9.27,0.0,0,0,A
2,12,212,2025-07-30 13:35:18,sport,15.9,28.07,1,0,A
2,12,213,2025-07-30 13:21:18,slot,81.6,0.0,0,1,A
2,12,214,2025-07-30 14:56:18,roulette,65.35,106.78,1,1,A
2,12,215,2025-07-30 14:14:18,sport,13.4,0.0,0,0,A
2,12,216,2025-07-30 14:05:18,roulette,33.85,58.26,1,0,A
2,12,217,2025-07-30 14:12:18,roulette,9.44,0.0,0,0,A
2,13,218,2025-10-25 13:47:18,roulette,17.9,43.74,1,0,B
2,13,219,2025-10-25 13:40:18,slot,62.74,0.0,0,0,B
2,13,220,2025-10-25 14:00:18,slot,19.84,0.0,0,1,B
2,13,221,2025-10-25 13:53:18,sport,61.29,0.0,0,1,B
2,13,222,2025-10-25 13:52:18,sport,74.17,149.97,1,0,B
2,13,223,2025-10-25 14:55:18,roulette,62.09,134.45,1,0,B
2,13,224,2025-10-25 13:39:18,roulette,33.13,93.96,1,0,B
2,13,225,2025-10-25 13:33:18,sport,94.39,0.0,0,0,B
2,13,226,2025-10-25 13:50:18,roulette,62.25,0.0,0,1,B
2,13,227,2025-10-25 13:51:18,roulette,76.2,0.0,0,0,B
2,13,228,2025-10-25 14:31:18,sport,7.51,0.0,0,1,B
2,13,229,2025-10-25 13:21:18,sport,49.94,0.0,0,0,B
2,13,230,2025-10-25 14:32:18,slot,34.35,0.0,0,1,B
2,13,231,2025-10-25 14:44:18,slot,49.68,100.81,1,1,B
2,13,232,2025-10-25 13:40:18,roulette,47.29,84.08,1,0,B
2,13,233,2025-10-25 14:43:18,roulette,17.19,30.58,1,0,B
2,13,234,2025-10-25 14:54:18,roulette,17.5,26.58,1,0,B
2,13,235,2025-10-25 14:34:18,sport,76.01,0.0,0,0,B
2,13,236,2025-10-25 13:11:18,slot,76.26,0.0,0,0,B
2,13,237,2025-10-25 14:31:18,roulette,52.62,0.0,0,1,B
2,13,238,2025-10-25 14:12:18,sport,4.57,0.0,0,0,B
2,13,239,2025-10-25 13:06:18,sport,11.5,23.15,1,0,B
2,13,240,2025-10-25 14:14:18,roulette,10.53,18.76,1,1,B
2,13,241,2025-10-25 14:57:18,roulette,47.51,0.0,0,0,B
2,14,242,2025-11-25 13:24:18,roulette,34.05,0.0,0,0,B
2,14,243,2025-11-25 13:12:18,roulette,16.22,0.0,0,0,B
2,14,244,2025-11-25 14:07:18,roulette,63.58,0.0,0,1,B
2,14,245,2025-11-25 13:40:18,roulette,51.05,0.0,0,1,B
2,14,246,2025-11-25 13:24:18,slot,45.42,0.0,0,1,B
2,14,247,2025-11-25 14:44:18,roulette,36.42,0.0,0,0,B
2,14,248,2025-11-25 13:57:18,sport,62.24,0.0,0,1,B
2,14,249,2025-11-25 14:47:18,roulette,39.25,0.0,0,0,B
2,14,250,2025-11-25 14:23:18,roulette,51.37,114.31,1,0,B
2,14,251,2025-11-25 13:58:18,slot,47.39,0.0,0,0,B
2,14,252,2025-11-25 13:43:18,roulette,54.48,0.0,0,0,B
2,14,253,2025-11-25 14:56:18,slot,73.57,220.58,1,0,B
2,14,254,2025-11-25 14:26:18,sport,54.46,84.91,1,1,B
2,14,255,2025-11-25 13:08:18,sport,88.72,0.0,0,0,B
2,14,256,2025-11-25 14:05:18,slot,96.03,162.62,1,1,B
2,14,257,2025-11-25 13:45:18,slot,25.4,49.41,1,0,B
2,14,258,2025-11-25 14:07:18,sport,55.33,0.0,0,0,B
2,14,259,2025-11-25 13:34:18,slot,78.05,199.83,1,1,B
2,14,260,2025-11-25 14:00:18,sport,40.48,0.0,0,0,B
2,14,261,2025-11-25 14:50:18,slot,78.65,0.0,0,1,B
2,14,262,2025-11-25 14:30:18,roulette,21.86,0.0,0,0,B
2,14,263,2025-11-25 13:28:18,slot,57.55,0.0,0,0,B
2,14,264,2025-11-25 13:25:18,roulette,56.03,126.62,1,0,B
2,14,265,2025-11-25 14:03:18,slot,82.69,207.41,1,1,B
2,14,266,2025-11-25 14:33:18,sport,7.79,18.18,1,0,B
2,14,267,2025-11-25 14:24:18,slot,10.44,20.16,1,1,B
2,14,268,2025-11-25 14:33:18,roulette,77.46,0.0,0,0,B
2,14,269,2025-11-25 14:09:18,roulette,88.9,0.0,0,0,B
2,15,270,2025-09-06 14:06:18,slot,82.28,0.0,0,0,B
2,15,271,2025-09-06 14:12:18,slot,23.49,0.0,0,0,B
2,15,272,2025-09-06 13:23:18,roulette,33.97,0.0,0,0,B
2,15,273,2025-09-06 13:03:18,roulette,76.55,0.0,0,0,B
2,15,274,2025-09-06 14:36:18,sport,63.29,0.0,0,0,B
2,15,275,2025-09-06 13:07:18,sport,97.04,0.0,0,1,B
2,15,276,2025-09-06 13:24:18,roulette,92.8,0.0,0,0,B
2,15,277,2025-09-06 14:27:18,sport,56.73,0.0,0,1,B
2,15,278,2025-09-06 14:56:18,sport,97.9,0.0,0,0,B
2,15,279,2025-09-06 14:28:18,roulette,99.9,0.0,0,0,B
2,15,280,2025-09-06 13:15:18,sport,16.55,26.3,1,0,B
2,15,281,2025-09-06 13:49:18,sport,44.69,0.0,0,0,B
2,15,282,2025-09-06 14:06:18,sport,60.42,0.0,0,0,B
2,15,283,2025-09-06 13:18:18,roulette,93.82,229.33,1,1,B
2,15,284,2025-09-06 13:22:18,roulette,83.77,0.0,0,1,B
2,15,285,2025-09-06 14:36:18,slot,5.36,0.0,0,0,B
2,15,286,2025-09-06 13:38:18,sport,15.61,0.0,0,1,B
2,15,287,2025-09-06 13:47:18,sport,12.64,33.16,1,0,B
2,15,288,2025-09-06 13:55:18,sport,95.49,0.0,0,0,B
2,15,289,2025-09-06 14:02:18,slot,39.57,0.0,0,0,B
3,16,290,2025-10-26 13:44:18,sport,24.1,0.0,0,0,A
3,16,291,2025-10-26 13:18:18,roulette,23.87,0.0,0,0,A
3,16,292,2025-10-26 14:00:18,sport,84.4,142.36,1,0,A
3,16,293,2025-10-26 13:59:18,roulette,45.05,0.0,0,0,A
3,16,294,2025-10-26 13:34:18,slot,61.63,111.67,1,0,A
3,16,295,2025-10-26 14:54:18,sport,55.66,94.85,1,1,A
3,16,296,2025-10-26 13:56:18,sport,46.46,70.78,1,0,A
3,16,297,2025-10-26 13:46:18,sport,48.46,0.0,0,0,A
3,16,298,2025-10-26 14:39:18,sport,43.94,0.0,0,1,A
3,16,299,2025-10-26 13:25:18,roulette,19.34,0.0,0,1,A
3,16,300,2025-10-26 14:06:18,sport,64.72,0.0,0,0,A
3,16,301,2025-10-26 13:10:18,roulette,61.39,0.0,0,0,A
3,16,302,2025-10-26 14:21:18,slot,23.45,50.09,1,0,A
3,16,303,2025-10-26 13:31:18,slot,96.2,0.0,0,0,A
3,16,304,2025-10-26 14:04:18,roulette,93.77,251.9,1,0,A
3,16,305,2025-10-26 14:10:18,roulette,22.18,0.0,0,0,A
3,16,306,2025-10-26 14:05:18,roulette,22.27,0.0,0,1,A
3,16,307,2025-10-26 14:54:18,sport,92.13,0.0,0,0,A
3,16,308,2025-10-26 14:45:18,slot,77.76,0.0,0,0,A
3,16,309,2025-10-26 14:48:18,slot,3.0,6.91,1,0,A
3,16,310,2025-10-26 13:23:18,sport,45.33,0.0,0,0,A
3,17,311,2025-10-02 14:53:18,roulette,49.18,114.38,1,0,B
3,17,312,2025-10-02 13:04:18,roulette,56.17,132.09,1,0,B
3,17,313,2025-10-02 14:45:18,slot,53.56,0.0,0,1,B
3,17,314,2025-10-02 13:23:18,slot,36.79,0.0,0,0,B
3,17,315,2025-10-02 13:13:18,slot,51.9,0.0,0,0,B
3,18,316,2025-09-03 13:39:18,slot,67.84,0.0,0,0,A
3,18,317,2025-09-03 13:59:18,sport,57.75,0.0,0,0,A
3,18,318,2025-09-03 13:15:18,slot,17.9,31.53,1,0,A
3,18,319,2025-09-03 14:26:18,sport,71.79,174.96,1,0,A
3,18,320,2025-09-03 14:06:18,slot,26.99,48.17,1,0,A
3,18,321,2025-09-03 13:08:18,slot,62.63,0.0,0,1,A
3,18,322,2025-09-03 14:30:18,slot,92.55,203.94,1,1,A
3,18,323,2025-09-03 13:33:18,slot,84.19,164.32,1,0,A
3,18,324,2025-09-03 13:45:18,roulette,13.44,0.0,0,0,A
3,18,325,2025-09-03 14:35:18,slot,89.03,0.0,0,0,A
3,18,326,2025-09-03 13:38:18,slot,10.57,30.8,1,0,A
3,19,327,2025-11-29 14:30:18,sport,18.15,48.86,1,0,A
3,19,328,2025-11-29 14:58:18,sport,67.04,147.38,1,1,A
3,19,329,2025-11-29 14:25:18,sport,63.27,0.0,0,0,A
3,19,330,2025-11-29 15:00:18,slot,33.98,0.0,0,0,A
3,19,331,2025-11-29 14:56:18,roulette,54.83,0.0,0,0,A
3,19,332,2025-11-29 13:04:18,slot,92.54,175.99,1,0,A
3,19,333,2025-11-29 13:05:18,roulette,54.84,0.0,0,1,A
3,19,334,2025-11-29 13:36:18,roulette,35.39,0.0,0,1,A
3,19,335,2025-11-29 13:25:18,roulette,19.59,33.2,1,1,A
3,19,336,2025-11-29 14:08:18,slot,61.26,176.95,1,0,A
3,19,337,2025-11-29 14:42:18,sport,4.9,10.05,1,0,A
3,19,338,2025-11-29 13:07:18,sport,59.5,128.33,1,0,A
3,19,339,2025-11-29 13:05:18,slot,42.6,74.2,1,1,A
3,19,340,2025-11-29 13:30:18,slot,38.6,61.85,1,0,A
3,19,341,2025-11-29 13:01:18,sport,43.7,0.0,0,1,A
3,19,342,2025-11-29 14:16:18,slot,34.58,0.0,0,1,A
3,19,343,2025-11-29 13:05:18,sport,35.61,0.0,0,0,A
3,19,344,2025-11-29 14:41:18,roulette,12.23,0.0,0,0,A
3,19,345,2025-11-29 14:15:18,roulette,58.09,0.0,0,0,A
3,19,346,2025-11-29 13:59:18,sport,27.17,60.9,1,0,A
3,19,347,2025-11-29 13:09:18,sport,60.58,128.42,1,0,A
3,19,348,2025-11-29 13:48:18,slot,82.97,0.0,0,1,A
4,20,349,2025-07-15 14:44:18,roulette,61.3,0.0,0,0,A
4,20,350,2025-07-15 14:10:18,sport,69.68,176.41,1,0,A
4,20,351,2025-07-15 13:21:18,roulette,76.05,115.87,1,0,A
4,20,352,2025-07-15 14:15:18,sport,54.17,114.97,1,0,A
4,20,353,2025-07-15 13:41:18,slot,75.75,0.0,0,0,A
4,20,354,2025-07-15 14:35:18,roulette,39.09,0.0,0,0,A
4,20,355,2025-07-15 13:28:18,roulette,65.25,181.2,1,0,A
4,20,356,2025-07-15 14:06:18,roulette,72.63,0.0,0,0,A
4,20,357,2025-07-15 14:01:18,roulette,24.73,0.0,0,0,A
4,20,358,2025-07-15 13:29:18,roulette,74.88,0.0,0,0,A
4,20,359,2025-07-15 13:49:18,slot,93.22,0.0,0,0,A
4,20,360,2025-07-15 14:12:18,sport,40.03,63.21,1,0,A
4,20,361,2025-07-15 13:23:18,slot,95.73,0.0,0,1,A
4,20,362,2025-07-15 13:36:18,sport,87.81,162.61,1,0,A
4,20,363,2025-07-15 14:22:18,sport,11.23,0.0,0,0,A
4,20,364,2025-07-15 13:06:18,slot,33.46,0.0,0,0,A
4,20,365,2025-07-15 14:40:18,sport,27.03,0.0,0,0,A
4,20,366,2025-07-15 13:09:18,slot,61.64,0.0,0,0,A
4,20,367,2025-07-15 13:02:18,slot,34.18,92.54,1,0,A
4,20,368,2025-07-15 14:48:18,sport,22.21,0.0,0,0,A
4,20,369,2025-07-15 13:13:18,sport,95.1,0.0,0,1,A
4,20,370,2025-07-15 14:45:18,sport,42.72,0.0,0,0,A
4,20,371,2025-07-15 14:03:18,roulette,11.03,0.0,0,0,A
4,20,372,2025-07-15 14:05:18,roulette,47.51,0.0,0,0,A
4,20,373,2025-07-15 13:46:18,sport,48.31,0.0,0,0,A
4,20,374,2025-07-15 13:48:18,sport,14.11,31.34,1,0,A
4,20,375,2025-07-15 13:59:18,slot,5.44,0.0,0,0,A
4,20,376,2025-07-15 13:53:18,roulette,20.79,33.62,1,0,A
4,21,377,2025-07-06 14:49:18,roulette,17.42,42.46,1,0,A
4,21,378,2025-07-06 14:25:18,slot,71.69,0.0,0,1,A
4,21,379,2025-07-06 14:51:18,slot,98.29,232.71,1,0,A
4,21,380,2025-07-06 13:13:18,sport,4.79,13.13,1,0,A
4,21,381,2025-07-06 13:01:18,slot,36.93,0.0,0,0,A
4,21,382,2025-07-06 13:23:18,sport,64.04,98.27,1,0,A
